識別番号,漢字,種類,異体字(表に含む),漢検級
2907,祁,2. 常用漢字外,,2~10級以外
2908,郁,2. 常用漢字外,,2~10級以外
2909,鄭,2. 常用漢字外,,2~10級以外
2910,酉,2. 常用漢字外,,2~10級以外
2911,醇,2. 常用漢字外,,2~10級以外
2912,醐,2. 常用漢字外,,2~10級以外
2913,醍,2. 常用漢字外,,2~10級以外
2914,醬,2. 常用漢字外,,2~10級以外
2915,釉,2. 常用漢字外,,2~10級以外
2916,釘,2. 常用漢字外,,2~10級以外
2917,釧,2. 常用漢字外,,2~10級以外
2918,銑,2. 常用漢字外,,2~10級以外
2919,鋒,2. 常用漢字外,,2~10級以外
2920,鋸,2. 常用漢字外,,2~10級以外
2921,錘,2. 常用漢字外,,2~10級以外
2922,錐,2. 常用漢字外,,2~10級以外
2923,錆,2. 常用漢字外,,2~10級以外
2924,錫,2. 常用漢字外,,2~10級以外
2925,鍬,2. 常用漢字外,,2~10級以外
2926,鎧,2. 常用漢字外,,2~10級以外
2927,閃,2. 常用漢字外,,2~10級以外
2928,閏,2. 常用漢字外,,2~10級以外
2929,閤,2. 常用漢字外,,2~10級以外
2930,阿,2. 常用漢字外,,2~10級以外
2931,陀,2. 常用漢字外,,2~10級以外
2932,隈,2. 常用漢字外,,2~10級以外
2933,隼,2. 常用漢字外,,2~10級以外
2934,雀,2. 常用漢字外,,2~10級以外
2935,雁,2. 常用漢字外,,2~10級以外
2936,雛,2. 常用漢字外,,2~10級以外
2937,雫,2. 常用漢字外,,2~10級以外
2938,霞,2. 常用漢字外,,2~10級以外
2939,靖,2. 常用漢字外,,2~10級以外
2940,鞄,2. 常用漢字外,,2~10級以外
2941,鞍,2. 常用漢字外,,2~10級以外
2942,鞘,2. 常用漢字外,,2~10級以外
2943,鞠,2. 常用漢字外,,2~10級以外
2944,鞭,2. 常用漢字外,,2~10級以外
2945,頁,2. 常用漢字外,,2~10級以外
2946,頌,2. 常用漢字外,,2~10級以外
2947,頗,2. 常用漢字外,,2~10級以外
2948,顚,2. 常用漢字外,,2~10級以外
2949,颯,2. 常用漢字外,,2~10級以外
2950,饗,2. 常用漢字外,,2~10級以外
2951,馨,2. 常用漢字外,,2~10級以外
2952,馴,2. 常用漢字外,,2~10級以外
2953,馳,2. 常用漢字外,,2~10級以外
2954,駕,2. 常用漢字外,,2~10級以外
2955,駿,2. 常用漢字外,,2~10級以外
2956,驍,2. 常用漢字外,,2~10級以外
2957,魁,2. 常用漢字外,,2~10級以外
2958,魯,2. 常用漢字外,,2~10級以外
2959,鮎,2. 常用漢字外,,2~10級以外
2960,鯉,2. 常用漢字外,,2~10級以外
2961,鯛,2. 常用漢字外,,2~10級以外
2962,鰯,2. 常用漢字外,,2~10級以外
2963,鱒,2. 常用漢字外,,2~10級以外
2964,鱗,2. 常用漢字外,,2~10級以外
2965,鳩,2. 常用漢字外,,2~10級以外
2966,鳶,2. 常用漢字外,,2~10級以外
2967,鳳,2. 常用漢字外,,2~10級以外
2968,鴨,2. 常用漢字外,,2~10級以外
2969,鴻,2. 常用漢字外,,2~10級以外
2970,鵜,2. 常用漢字外,,2~10級以外
2971,鵬,2. 常用漢字外,,2~10級以外
2972,鷗,2. 常用漢字外,,2~10級以外
2973,鷲,2. 常用漢字外,,2~10級以外
2974,鷺,2. 常用漢字外,,2~10級以外
2975,鷹,2. 常用漢字外,,2~10級以外
2976,麒,2. 常用漢字外,,2~10級以外
2977,麟,2. 常用漢字外,,2~10級以外
2978,麿,2. 常用漢字外,,2~10級以外
2979,黎,2. 常用漢字外,,2~10級以外
2980,黛,2. 常用漢字外,,2~10級以外
2981,鼎,2. 常用漢字外,,2~10級以外
2982,亙,2. 常用漢字外,亘,2~10級以外
2983,凛,2. 常用漢字外,凜,2~10級以外
2984,堯,2. 常用漢字外,尭,2~10級以外
2985,巖,2. 常用漢字外,巌,2~10級以外
2986,晄,2. 常用漢字外,晃,2~10級以外
2987,檜,2. 常用漢字外,桧,2~10級以外
2988,槇,2. 常用漢字外,槙,2~10級以外
2989,渚,2. 常用漢字外,渚,2~10級以外
2990,猪,2. 常用漢字外,猪,2~10級以外
2991,琢,2. 常用漢字外,琢,2~10級以外
2992,禰,2. 常用漢字外,祢,2~10級以外
2993,祐,2. 常用漢字外,祐,2~10級以外
2994,禱,2. 常用漢字外,祷,2~10級以外
2995,祿,2. 常用漢字外,禄,2~10級以外
2996,禎,2. 常用漢字外,禎,2~10級以外
2997,穰,2. 常用漢字外,穣,2~10級以外
2998,萠,2. 常用漢字外,萌,2~10級以外
2999,遙,2. 常用漢字外,遥,2~10級以外
